item,period,quantity
series_17_00009,2023-06-12,11.0
series_17_00009,2023-06-19,12.0
series_17_00009,2023-06-26,10.0
series_17_00009,2023-07-03,10.0
series_17_00009,2023-07-10,9.0
series_17_00009,2023-07-17,11.0
series_17_00009,2023-07-24,13.0
series_17_00009,2023-07-31,13.0
series_17_00009,2023-08-07,11.0
series_17_00009,2023-08-14,11.0
series_17_00009,2023-08-21,12.0
series_17_00009,2023-08-28,0.0
series_17_00009,2023-09-04,10.0
series_17_00009,2023-09-11,9.0
series_17_00009,2023-09-18,10.0
series_17_00009,2023-09-25,10.0
series_17_00009,2023-10-02,10.0
series_17_00009,2023-10-09,11.0
series_17_00009,2023-10-16,9.0
series_17_00009,2023-10-23,10.0
series_17_00009,2023-10-30,9.0
series_17_00009,2023-11-06,10.0
series_17_00009,2023-11-13,12.0
series_17_00009,2023-11-20,11.0
series_17_00009,2023-11-27,10.0
series_17_00009,2023-12-04,10.0
series_17_00009,2023-12-11,8.0
series_17_00009,2023-12-18,9.0
series_17_00009,2023-12-25,9.0
series_24_00002,2021-01-04,0.0
series_24_00002,2021-01-11,0.0
series_24_00002,2021-01-18,0.0
series_24_00002,2021-01-25,0.0
series_24_00002,2021-02-01,5.0
series_24_00002,2021-02-08,0.0
series_24_00002,2021-02-15,1.0
series_24_00002,2021-02-22,0.0
series_24_00002,2021-03-01,3.0
series_24_00002,2021-03-08,4.0
series_24_00002,2021-03-15,1.0
series_24_00002,2021-03-22,1.0
series_24_00002,2021-03-29,4.0
series_24_00002,2021-04-05,3.0
series_24_00002,2021-04-12,2.0
series_24_00002,2021-04-19,4.0
series_24_00002,2021-04-26,3.0
series_24_00002,2021-05-03,5.0
series_24_00002,2021-05-10,3.0
series_24_00002,2021-05-17,6.0
series_24_00002,2021-05-24,7.0
series_24_00002,2021-05-31,5.0
series_24_00002,2021-06-07,5.0
series_24_00002,2021-06-14,5.0
series_24_00002,2021-06-21,6.0
series_24_00002,2021-06-28,5.0
series_24_00002,2021-07-05,8.0
series_24_00002,2021-07-12,5.0
series_24_00002,2021-07-19,8.0
series_24_00002,2021-07-26,7.0
series_24_00002,2021-08-02,4.0
series_24_00002,2021-08-09,5.0
series_24_00002,2021-08-16,4.0
series_24_00002,2021-08-23,13.0
series_24_00002,2021-08-30,10.0
series_24_00002,2021-09-06,0.0
series_24_00002,2021-09-13,5.0
series_24_00002,2021-09-20,5.0
series_24_00002,2021-09-27,0.0
series_24_00002,2021-10-04,6.0
series_24_00002,2021-10-11,3.0
series_24_00002,2021-10-18,3.0
series_24_00002,2021-10-25,2.0
series_24_00002,2021-11-01,0.0
series_24_00002,2021-11-08,2.0
series_24_00002,2021-11-15,1.0
series_24_00002,2021-11-22,3.0
series_24_00002,2021-11-29,2.0
series_24_00002,2021-12-06,0.0
series_24_00002,2021-12-13,2.0
series_24_00002,2021-12-20,3.0
series_24_00002,2021-12-27,2.0
series_24_00002,2022-01-03,1.0
series_24_00002,2022-01-10,0.0
series_24_00002,2022-01-17,2.0
series_24_00002,2022-01-24,0.0
series_24_00002,2022-01-31,0.0
series_24_00002,2022-02-07,3.0
series_24_00002,2022-02-14,5.0
series_24_00002,2022-02-21,4.0
series_24_00002,2022-02-28,0.0
series_24_00002,2022-03-07,6.0
series_24_00002,2022-03-14,4.0
series_24_00002,2022-03-21,4.0
series_24_00002,2022-03-28,6.0
series_24_00002,2022-04-04,0.0
series_24_00002,2022-04-11,9.0
series_24_00002,2022-04-18,9.0
series_24_00002,2022-04-25,5.0
series_24_00002,2022-05-02,8.0
series_24_00002,2022-05-09,7.0
series_24_00002,2022-05-16,6.0
series_24_00002,2022-05-23,0.0
series_24_00002,2022-05-30,10.0
series_24_00002,2022-06-06,11.0
series_24_00002,2022-06-13,10.0
series_24_00002,2022-06-20,11.0
series_24_00002,2022-06-27,6.0
series_24_00002,2022-07-04,8.0
series_24_00002,2022-07-11,7.0
series_24_00002,2022-07-18,0.0
series_24_00002,2022-07-25,6.0
series_24_00002,2022-08-01,8.0
series_24_00002,2022-08-08,7.0
series_24_00002,2022-08-15,7.0
series_24_00002,2022-08-22,11.0
series_24_00002,2022-08-29,8.0
series_24_00002,2022-09-05,0.0
series_24_00002,2022-09-12,5.0
series_24_00002,2022-09-19,10.0
series_24_00002,2022-09-26,7.0
series_24_00002,2022-10-03,4.0
series_24_00002,2022-10-10,6.0
series_24_00002,2022-10-17,5.0
series_24_00002,2022-10-24,3.0
series_24_00002,2022-10-31,4.0
series_24_00002,2022-11-07,8.0
series_24_00002,2022-11-14,0.0
series_24_00002,2022-11-21,3.0
series_24_00002,2022-11-28,4.0
series_24_00002,2022-12-05,5.0
series_24_00002,2022-12-12,4.0
series_24_00002,2022-12-19,4.0
series_24_00002,2022-12-26,3.0
series_24_00002,2023-01-02,2.0
series_24_00002,2023-01-09,2.0
series_24_00002,2023-01-16,3.0
series_24_00002,2023-01-23,4.0
series_24_00002,2023-01-30,3.0
series_24_00002,2023-02-06,5.0
series_24_00002,2023-02-13,0.0
series_24_00002,2023-02-20,4.0
series_24_00002,2023-02-27,8.0
series_24_00002,2023-03-06,7.0
series_24_00002,2023-03-13,5.0
series_24_00002,2023-03-20,5.0
series_24_00002,2023-03-27,0.0
series_24_00002,2023-04-03,8.0
series_24_00002,2023-04-10,8.0
series_24_00002,2023-04-17,10.0
series_24_00002,2023-04-24,8.0
series_24_00002,2023-05-01,9.0
series_24_00002,2023-05-08,7.0
series_24_00002,2023-05-15,10.0
series_24_00002,2023-05-22,11.0
series_24_00002,2023-05-29,9.0
series_24_00002,2023-06-05,16.0
series_24_00002,2023-06-12,8.0
series_24_00002,2023-06-19,12.0
series_24_00002,2023-06-26,12.0
series_24_00002,2023-07-03,18.0
series_24_00002,2023-07-10,14.0
series_24_00002,2023-07-17,12.0
series_24_00002,2023-07-24,12.0
series_24_00002,2023-07-31,0.0
series_24_00002,2023-08-07,9.0
series_24_00002,2023-08-14,10.0
series_24_00002,2023-08-21,7.0
series_24_00002,2023-08-28,8.0
series_24_00002,2023-09-04,9.0
series_24_00002,2023-09-11,8.0
series_24_00002,2023-09-18,7.0
series_24_00002,2023-09-25,9.0
series_24_00002,2023-10-02,8.0
series_24_00002,2023-10-09,7.0
series_24_00002,2023-10-16,0.0
series_24_00002,2023-10-23,8.0
series_24_00002,2023-10-30,7.0
series_24_00002,2023-11-06,13.0
series_24_00002,2023-11-13,5.0
series_24_00002,2023-11-20,5.0
series_24_00002,2023-11-27,4.0
series_24_00002,2023-12-04,7.0
series_24_00002,2023-12-11,0.0
series_24_00002,2023-12-18,4.0
series_24_00002,2023-12-25,7.0
series_24_00003,2021-01-04,0.0
series_24_00003,2021-01-11,0.0
series_24_00003,2021-01-18,0.0
series_24_00003,2021-01-25,0.0
series_24_00003,2021-02-01,2.0
series_24_00003,2021-02-08,0.0
series_24_00003,2021-02-15,0.0
series_24_00003,2021-02-22,0.0
series_24_00003,2021-03-01,0.0
series_24_00003,2021-03-08,0.0
series_24_00003,2021-03-15,0.0
series_24_00003,2021-03-22,3.0
series_24_00003,2021-03-29,1.0
series_24_00003,2021-04-05,1.0
series_24_00003,2021-04-12,1.0
series_24_00003,2021-04-19,0.0
series_24_00003,2021-04-26,2.0
series_24_00003,2021-05-03,1.0
series_24_00003,2021-05-10,3.0
series_24_00003,2021-05-17,1.0
series_24_00003,2021-05-24,4.0
series_24_00003,2021-05-31,2.0
series_24_00003,2021-06-07,5.0
series_24_00003,2021-06-14,2.0
series_24_00003,2021-06-21,2.0
series_24_00003,2021-06-28,2.0
series_24_00003,2021-07-05,4.0
series_24_00003,2021-07-12,2.0
series_24_00003,2021-07-19,2.0
series_24_00003,2021-07-26,7.0
series_24_00003,2021-08-02,4.0
series_24_00003,2021-08-09,7.0
series_24_00003,2021-08-16,5.0
series_24_00003,2021-08-23,6.0
series_24_00003,2021-08-30,5.0
series_24_00003,2021-09-06,4.0
series_24_00003,2021-09-13,3.0
series_24_00003,2021-09-20,3.0
series_24_00003,2021-09-27,8.0
series_24_00003,2021-10-04,3.0
series_24_00003,2021-10-11,4.0
series_24_00003,2021-10-18,3.0
series_24_00003,2021-10-25,4.0
series_24_00003,2021-11-01,3.0
series_24_00003,2021-11-08,4.0
series_24_00003,2021-11-15,3.0
series_24_00003,2021-11-22,3.0
series_24_00003,2021-11-29,4.0
series_24_00003,2021-12-06,4.0
series_24_00003,2021-12-13,3.0
series_24_00003,2021-12-20,3.0
series_24_00003,2021-12-27,5.0
series_24_00003,2022-01-03,3.0
series_24_00003,2022-01-10,2.0
series_24_00003,2022-01-17,4.0
series_24_00003,2022-01-24,3.0
series_24_00003,2022-01-31,4.0
series_24_00003,2022-02-07,4.0
series_24_00003,2022-02-14,2.0
series_24_00003,2022-02-21,5.0
series_24_00003,2022-02-28,5.0
series_24_00003,2022-03-07,5.0
series_24_00003,2022-03-14,5.0
series_24_00003,2022-03-21,5.0
series_24_00003,2022-03-28,3.0
series_24_00003,2022-04-04,4.0
series_24_00003,2022-04-11,3.0
series_24_00003,2022-04-18,6.0
series_24_00003,2022-04-25,5.0
series_24_00003,2022-05-02,4.0
series_24_00003,2022-05-09,3.0
series_24_00003,2022-05-16,4.0
series_24_00003,2022-05-23,9.0
series_24_00003,2022-05-30,12.0
series_24_00003,2022-06-06,5.0
series_24_00003,2022-06-13,4.0
series_24_00003,2022-06-20,5.0
series_24_00003,2022-06-27,5.0
series_24_00003,2022-07-04,5.0
series_24_00003,2022-07-11,6.0
series_24_00003,2022-07-18,7.0
series_24_00003,2022-07-25,6.0
series_24_00003,2022-08-01,6.0
series_24_00003,2022-08-08,9.0
series_24_00003,2022-08-15,10.0
series_24_00003,2022-08-22,11.0
series_24_00003,2022-08-29,9.0
series_24_00003,2022-09-05,8.0
series_24_00003,2022-09-12,7.0
series_24_00003,2022-09-19,0.0
series_24_00003,2022-09-26,9.0
series_24_00003,2022-10-03,8.0
series_24_00003,2022-10-10,6.0
series_24_00003,2022-10-17,6.0
series_24_00003,2022-10-24,6.0
series_24_00003,2022-10-31,5.0
series_24_00003,2022-11-07,6.0
series_24_00003,2022-11-14,6.0
series_24_00003,2022-11-21,6.0
series_24_00003,2022-11-28,5.0
series_24_00003,2022-12-05,6.0
series_24_00003,2022-12-12,7.0
series_24_00003,2022-12-19,6.0
series_24_00003,2022-12-26,8.0
series_24_00003,2023-01-02,5.0
series_24_00003,2023-01-09,6.0
series_24_00003,2023-01-16,6.0
series_24_00003,2023-01-23,7.0
series_24_00003,2023-01-30,6.0
series_24_00003,2023-02-06,6.0
series_24_00003,2023-02-13,6.0
series_24_00003,2023-02-20,6.0
series_24_00003,2023-02-27,6.0
series_24_00003,2023-03-06,6.0
series_24_00003,2023-03-13,9.0
series_24_00003,2023-03-20,6.0
series_24_00003,2023-03-27,10.0
series_24_00003,2023-04-03,12.0
series_24_00003,2023-04-10,6.0
series_24_00003,2023-04-17,8.0
series_24_00003,2023-04-24,9.0
series_24_00003,2023-05-01,8.0
series_24_00003,2023-05-08,7.0
series_24_00003,2023-05-15,10.0
series_24_00003,2023-05-22,8.0
series_24_00003,2023-05-29,8.0
series_24_00003,2023-06-05,11.0
series_24_00003,2023-06-12,10.0
series_24_00003,2023-06-19,8.0
series_24_00003,2023-06-26,8.0
series_24_00003,2023-07-03,8.0
series_24_00003,2023-07-10,8.0
series_24_00003,2023-07-17,8.0
series_24_00003,2023-07-24,9.0
series_24_00003,2023-07-31,11.0
series_24_00003,2023-08-07,10.0
series_24_00003,2023-08-14,11.0
series_24_00003,2023-08-21,13.0
series_24_00003,2023-08-28,12.0
series_24_00003,2023-09-04,10.0
series_24_00003,2023-09-11,10.0
series_24_00003,2023-09-18,10.0
series_24_00003,2023-09-25,11.0
series_24_00003,2023-10-02,10.0
series_24_00003,2023-10-09,12.0
series_24_00003,2023-10-16,9.0
series_24_00003,2023-10-23,9.0
series_24_00003,2023-10-30,10.0
series_24_00003,2023-11-06,9.0
series_24_00003,2023-11-13,9.0
series_24_00003,2023-11-20,11.0
series_24_00003,2023-11-27,10.0
series_24_00003,2023-12-04,9.0
series_24_00003,2023-12-11,22.0
series_24_00003,2023-12-18,11.0
series_24_00003,2023-12-25,11.0
series_24_00008,2021-01-04,1.62
series_24_00008,2021-01-11,0.0
series_24_00008,2021-01-18,3.41
series_24_00008,2021-01-25,0.0
series_24_00008,2021-02-01,0.0
series_24_00008,2021-02-08,0.0
series_24_00008,2021-02-15,2.23
series_24_00008,2021-02-22,2.13
series_24_00008,2021-03-01,0.88
series_24_00008,2021-03-08,0.4
series_24_00008,2021-03-15,0.64
series_24_00008,2021-03-22,0.0
series_24_00008,2021-03-29,0.0
series_24_00008,2021-04-05,0.0
series_24_00008,2021-04-12,0.0
series_24_00008,2021-04-19,0.0
series_24_00008,2021-04-26,0.0
series_24_00008,2021-05-03,1.17
series_24_00008,2021-05-10,5.23
series_24_00008,2021-05-17,7.51
series_24_00008,2021-05-24,9.09
series_24_00008,2021-05-31,6.04
series_24_00008,2021-06-07,10.41
series_24_00008,2021-06-14,8.71
series_24_00008,2021-06-21,7.92
series_24_00008,2021-06-28,9.1
series_24_00008,2021-07-05,13.66
series_24_00008,2021-07-12,8.49
series_24_00008,2021-07-19,8.45
series_24_00008,2021-07-26,8.66
series_24_00008,2021-08-02,8.38
series_24_00008,2021-08-09,10.73
series_24_00008,2021-08-16,7.42
series_24_00008,2021-08-23,8.09
series_24_00008,2021-08-30,5.14
series_24_00008,2021-09-06,7.26
series_24_00008,2021-09-13,8.0
series_24_00008,2021-09-20,7.61
series_24_00008,2021-09-27,3.8
series_24_00008,2021-10-04,1.82
series_24_00008,2021-10-11,2.15
series_24_00008,2021-10-18,6.46
series_24_00008,2021-10-25,1.78
series_24_00008,2021-11-01,0.0
series_24_00008,2021-11-08,0.0
series_24_00008,2021-11-15,2.65
series_24_00008,2021-11-22,0.19
series_24_00008,2021-11-29,0.0
series_24_00008,2021-12-06,0.0
series_24_00008,2021-12-13,0.0
series_24_00008,2021-12-20,0.0
series_24_00008,2021-12-27,0.18
series_24_00008,2022-01-03,0.0
series_24_00008,2022-01-10,1.75
series_24_00008,2022-01-17,0.89
series_24_00008,2022-01-24,1.85
series_24_00008,2022-01-31,0.29
series_24_00008,2022-02-07,0.0
series_24_00008,2022-02-14,0.72
series_24_00008,2022-02-21,1.95
series_24_00008,2022-02-28,0.0
series_24_00008,2022-03-07,0.0
series_24_00008,2022-03-14,0.0
series_24_00008,2022-03-21,0.0
series_24_00008,2022-03-28,0.67
series_24_00008,2022-04-04,1.21
series_24_00008,2022-04-11,0.07
series_24_00008,2022-04-18,1.81
series_24_00008,2022-04-25,2.12
series_24_00008,2022-05-02,3.8
series_24_00008,2022-05-09,4.37
series_24_00008,2022-05-16,8.21
series_24_00008,2022-05-23,11.71
series_24_00008,2022-05-30,8.34
series_24_00008,2022-06-06,8.79
series_24_00008,2022-06-13,9.45
series_24_00008,2022-06-20,10.2
series_24_00008,2022-06-27,10.21
series_24_00008,2022-07-04,12.29
series_24_00008,2022-07-11,14.25
series_24_00008,2022-07-18,9.43
series_24_00008,2022-07-25,11.31
series_24_00008,2022-08-01,9.45
series_24_00008,2022-08-08,9.01
series_24_00008,2022-08-15,9.71
series_24_00008,2022-08-22,11.94
series_24_00008,2022-08-29,6.11
series_24_00008,2022-09-05,10.21
series_24_00008,2022-09-12,10.0
series_24_00008,2022-09-19,5.11
series_24_00008,2022-09-26,6.79
series_24_00008,2022-10-03,3.84
series_24_00008,2022-10-10,4.42
series_24_00008,2022-10-17,4.03
series_24_00008,2022-10-24,1.72
series_24_00008,2022-10-31,0.73
series_24_00008,2022-11-07,0.32
series_24_00008,2022-11-14,0.19
series_24_00008,2022-11-21,1.88
series_24_00008,2022-11-28,0.0
series_24_00008,2022-12-05,0.69
series_24_00008,2022-12-12,1.04
series_24_00008,2022-12-19,0.18
series_24_00008,2022-12-26,0.64
series_24_00008,2023-01-02,3.77
series_24_00008,2023-01-09,1.79
series_24_00008,2023-01-16,3.21
series_24_00008,2023-01-23,1.69
series_24_00008,2023-01-30,0.49
series_24_00008,2023-02-06,3.31
series_24_00008,2023-02-13,2.13
series_24_00008,2023-02-20,0.02
series_24_00008,2023-02-27,0.71
series_24_00008,2023-03-06,1.74
series_24_00008,2023-03-13,0.14
series_24_00008,2023-03-20,0.25
series_24_00008,2023-03-27,1.52
series_24_00008,2023-04-03,0.82
series_24_00008,2023-04-10,2.89
series_24_00008,2023-04-17,3.02
series_24_00008,2023-04-24,3.31
series_24_00008,2023-05-01,7.32
series_24_00008,2023-05-08,7.87
series_24_00008,2023-05-15,10.84
series_24_00008,2023-05-22,13.42
series_24_00008,2023-05-29,9.27
series_24_00008,2023-06-05,8.82
series_24_00008,2023-06-12,13.71
series_24_00008,2023-06-19,11.18
series_24_00008,2023-06-26,10.27
series_24_00008,2023-07-03,15.33
series_24_00008,2023-07-10,12.36
series_24_00008,2023-07-17,13.36
series_24_00008,2023-07-24,9.63
series_24_00008,2023-07-31,10.37
series_24_00008,2023-08-07,13.17
series_24_00008,2023-08-14,11.81
series_24_00008,2023-08-21,13.51
series_24_00008,2023-08-28,10.36
series_24_00008,2023-09-04,12.2
series_24_00008,2023-09-11,7.39
series_24_00008,2023-09-18,6.43
series_24_00008,2023-09-25,6.25
series_24_00008,2023-10-02,7.37
series_24_00008,2023-10-09,9.96
series_24_00008,2023-10-16,5.6
series_24_00008,2023-10-23,3.91
series_24_00008,2023-10-30,3.57
series_24_00008,2023-11-06,4.25
series_24_00008,2023-11-13,2.15
series_24_00008,2023-11-20,3.53
series_24_00008,2023-11-27,1.63
series_24_00008,2023-12-04,0.76
series_24_00008,2023-12-11,2.33
series_24_00008,2023-12-18,1.82
series_24_00008,2023-12-25,3.68
series_24_00009,2021-01-04,1.0
series_24_00009,2021-01-11,0.0
series_24_00009,2021-01-18,4.0
series_24_00009,2021-01-25,0.0
series_24_00009,2021-02-01,0.0
series_24_00009,2021-02-08,0.0
series_24_00009,2021-02-15,0.0
series_24_00009,2021-02-22,0.0
series_24_00009,2021-03-01,0.0
series_24_00009,2021-03-08,3.0
series_24_00009,2021-03-15,1.0
series_24_00009,2021-03-22,1.0
series_24_00009,2021-03-29,1.0
series_24_00009,2021-04-05,2.0
series_24_00009,2021-04-12,0.0
series_24_00009,2021-04-19,6.0
series_24_00009,2021-04-26,5.0
series_24_00009,2021-05-03,5.0
series_24_00009,2021-05-10,0.0
series_24_00009,2021-05-17,5.0
series_24_00009,2021-05-24,0.0
series_24_00009,2021-05-31,5.0
series_24_00009,2021-06-07,6.0
series_24_00009,2021-06-14,3.0
series_24_00009,2021-06-21,2.0
series_24_00009,2021-06-28,2.0
series_24_00009,2021-07-05,3.0
series_24_00009,2021-07-12,6.0
series_24_00009,2021-07-19,2.0
series_24_00009,2021-07-26,3.0
series_24_00009,2021-08-02,3.0
series_24_00009,2021-08-09,3.0
series_24_00009,2021-08-16,2.0
series_24_00009,2021-08-23,5.0
series_24_00009,2021-08-30,2.0
series_24_00009,2021-09-06,1.0
series_24_00009,2021-09-13,2.0
series_24_00009,2021-09-20,2.0
series_24_00009,2021-09-27,11.0
series_24_00009,2021-10-04,2.0
series_24_00009,2021-10-11,3.0
series_24_00009,2021-10-18,4.0
series_24_00009,2021-10-25,12.0
series_24_00009,2021-11-01,2.0
series_24_00009,2021-11-08,2.0
series_24_00009,2021-11-15,7.0
series_24_00009,2021-11-22,2.0
series_24_00009,2021-11-29,2.0
series_24_00009,2021-12-06,3.0
series_24_00009,2021-12-13,5.0
series_24_00009,2021-12-20,4.0
series_24_00009,2021-12-27,3.0
series_24_00009,2022-01-03,4.0
series_24_00009,2022-01-10,2.0
series_24_00009,2022-01-17,2.0
series_24_00009,2022-01-24,0.0
series_24_00009,2022-01-31,0.0
series_24_00009,2022-02-07,5.0
series_24_00009,2022-02-14,3.0
series_24_00009,2022-02-21,4.0
series_24_00009,2022-02-28,4.0
series_24_00009,2022-03-07,0.0
series_24_00009,2022-03-14,4.0
series_24_00009,2022-03-21,5.0
series_24_00009,2022-03-28,5.0
series_24_00009,2022-04-04,7.0
series_24_00009,2022-04-11,8.0
series_24_00009,2022-04-18,7.0
series_24_00009,2022-04-25,7.0
series_24_00009,2022-05-02,7.0
series_24_00009,2022-05-09,6.0
series_24_00009,2022-05-16,6.0
series_24_00009,2022-05-23,7.0
series_24_00009,2022-05-30,0.0
series_24_00009,2022-06-06,6.0
series_24_00009,2022-06-13,6.0
series_24_00009,2022-06-20,7.0
series_24_00009,2022-06-27,6.0
series_24_00009,2022-07-04,5.0
series_24_00009,2022-07-11,5.0
series_24_00009,2022-07-18,5.0
series_24_00009,2022-07-25,7.0
series_24_00009,2022-08-01,4.0
series_24_00009,2022-08-08,0.0
series_24_00009,2022-08-15,5.0
series_24_00009,2022-08-22,6.0
series_24_00009,2022-08-29,4.0
series_24_00009,2022-09-05,6.0
series_24_00009,2022-09-12,4.0
series_24_00009,2022-09-19,4.0
series_24_00009,2022-09-26,8.0
series_24_00009,2022-10-03,5.0
series_24_00009,2022-10-10,7.0
series_24_00009,2022-10-17,5.0
series_24_00009,2022-10-24,6.0
series_24_00009,2022-10-31,5.0
series_24_00009,2022-11-07,5.0
series_24_00009,2022-11-14,5.0
series_24_00009,2022-11-21,7.0
series_24_00009,2022-11-28,0.0
series_24_00009,2022-12-05,6.0
series_24_00009,2022-12-12,5.0
series_24_00009,2022-12-19,5.0
series_24_00009,2022-12-26,6.0
series_24_00009,2023-01-02,7.0
series_24_00009,2023-01-09,13.0
series_24_00009,2023-01-16,6.0
series_24_00009,2023-01-23,6.0
series_24_00009,2023-01-30,5.0
series_24_00009,2023-02-06,11.0
series_24_00009,2023-02-13,6.0
series_24_00009,2023-02-20,7.0
series_24_00009,2023-02-27,6.0
series_24_00009,2023-03-06,6.0
series_24_00009,2023-03-13,10.0
series_24_00009,2023-03-20,7.0
series_24_00009,2023-03-27,7.0
series_24_00009,2023-04-03,9.0
series_24_00009,2023-04-10,11.0
series_24_00009,2023-04-17,0.0
series_24_00009,2023-04-24,11.0
series_24_00009,2023-05-01,12.0
series_24_00009,2023-05-08,12.0
series_24_00009,2023-05-15,9.0
series_24_00009,2023-05-22,0.0
series_24_00009,2023-05-29,13.0
series_24_00009,2023-06-05,11.0
series_24_00009,2023-06-12,9.0
series_24_00009,2023-06-19,8.0
series_24_00009,2023-06-26,8.0
series_24_00009,2023-07-03,8.0
series_24_00009,2023-07-10,8.0
series_24_00009,2023-07-17,9.0
series_24_00009,2023-07-24,13.0
series_24_00009,2023-07-31,0.0
series_24_00009,2023-08-07,7.0
series_24_00009,2023-08-14,8.0
series_24_00009,2023-08-21,9.0
series_24_00009,2023-08-28,7.0
series_24_00009,2023-09-04,8.0
series_24_00009,2023-09-11,7.0
series_24_00009,2023-09-18,7.0
series_24_00009,2023-09-25,8.0
series_24_00009,2023-10-02,8.0
series_24_00009,2023-10-09,0.0
series_24_00009,2023-10-16,9.0
series_24_00009,2023-10-23,9.0
series_24_00009,2023-10-30,8.0
series_24_00009,2023-11-06,8.0
series_24_00009,2023-11-13,9.0
series_24_00009,2023-11-20,9.0
series_24_00009,2023-11-27,8.0
series_24_00009,2023-12-04,0.0
series_24_00009,2023-12-11,0.0
series_24_00009,2023-12-18,9.0
series_24_00009,2023-12-25,9.0
series_25_00001,2021-01-04,0.0
series_25_00001,2021-01-11,0.0
series_25_00001,2021-01-18,0.0
series_25_00001,2021-01-25,0.0
series_25_00001,2021-02-01,3.0
series_25_00001,2021-02-08,0.0
series_25_00001,2021-02-15,1.0
series_25_00001,2021-02-22,0.0
series_25_00001,2021-03-01,4.0
series_25_00001,2021-03-08,1.0
series_25_00001,2021-03-15,2.0
series_25_00001,2021-03-22,2.0
series_25_00001,2021-03-29,6.0
series_25_00001,2021-04-05,2.0
series_25_00001,2021-04-12,3.0
series_25_00001,2021-04-19,2.0
series_25_00001,2021-04-26,5.0
series_25_00001,2021-05-03,4.0
series_25_00001,2021-05-10,3.0
series_25_00001,2021-05-17,5.0
series_25_00001,2021-05-24,4.0
series_25_00001,2021-05-31,4.0
series_25_00001,2021-06-07,3.0
series_25_00001,2021-06-14,7.0
series_25_00001,2021-06-21,4.0
series_25_00001,2021-06-28,4.0
series_25_00001,2021-07-05,8.0
series_25_00001,2021-07-12,7.0
series_25_00001,2021-07-19,4.0
series_25_00001,2021-07-26,6.0
series_25_00001,2021-08-02,4.0
series_25_00001,2021-08-09,4.0
series_25_00001,2021-08-16,10.0
series_25_00001,2021-08-23,8.0
series_25_00001,2021-08-30,4.0
series_25_00001,2021-09-06,3.0
series_25_00001,2021-09-13,7.0
series_25_00001,2021-09-20,5.0
series_25_00001,2021-09-27,4.0
series_25_00001,2021-10-04,5.0
series_25_00001,2021-10-11,7.0
series_25_00001,2021-10-18,3.0
series_25_00001,2021-10-25,3.0
series_25_00001,2021-11-01,4.0
series_25_00001,2021-11-08,2.0
series_25_00001,2021-11-15,5.0
series_25_00001,2021-11-22,2.0
series_25_00001,2021-11-29,3.0
series_25_00001,2021-12-06,1.0
series_25_00001,2021-12-13,5.0
series_25_00001,2021-12-20,1.0
series_25_00001,2021-12-27,2.0
series_25_00001,2022-01-03,0.0
series_25_00001,2022-01-10,1.0
series_25_00001,2022-01-17,3.0
series_25_00001,2022-01-24,1.0
series_25_00001,2022-01-31,5.0
series_25_00001,2022-02-07,2.0
series_25_00001,2022-02-14,3.0
series_25_00001,2022-02-21,3.0
series_25_00001,2022-02-28,3.0
series_25_00001,2022-03-07,7.0
series_25_00001,2022-03-14,4.0
series_25_00001,2022-03-21,4.0
series_25_00001,2022-03-28,4.0
series_25_00001,2022-04-04,4.0
series_25_00001,2022-04-11,5.0
series_25_00001,2022-04-18,10.0
series_25_00001,2022-04-25,7.0
series_25_00001,2022-05-02,7.0
series_25_00001,2022-05-09,0.0
series_25_00001,2022-05-16,8.0
series_25_00001,2022-05-23,7.0
series_25_00001,2022-05-30,6.0
series_25_00001,2022-06-06,8.0
series_25_00001,2022-06-13,12.0
series_25_00001,2022-06-20,7.0
series_25_00001,2022-06-27,6.0
series_25_00001,2022-07-04,9.0
series_25_00001,2022-07-11,6.0
series_25_00001,2022-07-18,7.0
series_25_00001,2022-07-25,9.0
series_25_00001,2022-08-01,7.0
series_25_00001,2022-08-08,0.0
series_25_00001,2022-08-15,9.0
series_25_00001,2022-08-22,6.0
series_25_00001,2022-08-29,7.0
series_25_00001,2022-09-05,7.0
series_25_00001,2022-09-12,6.0
series_25_00001,2022-09-19,10.0
series_25_00001,2022-09-26,6.0
series_25_00001,2022-10-03,8.0
series_25_00001,2022-10-10,7.0
series_25_00001,2022-10-17,6.0
series_25_00001,2022-10-24,5.0
series_25_00001,2022-10-31,0.0
series_25_00001,2022-11-07,6.0
series_25_00001,2022-11-14,6.0
series_25_00001,2022-11-21,0.0
series_25_00001,2022-11-28,5.0
series_25_00001,2022-12-05,6.0
series_25_00001,2022-12-12,5.0
series_25_00001,2022-12-19,3.0
series_25_00001,2022-12-26,7.0
series_25_00001,2023-01-02,5.0
series_25_00001,2023-01-09,4.0
series_25_00001,2023-01-16,6.0
series_25_00001,2023-01-23,5.0
series_25_00001,2023-01-30,6.0
series_25_00001,2023-02-06,6.0
series_25_00001,2023-02-13,6.0
series_25_00001,2023-02-20,5.0
series_25_00001,2023-02-27,7.0
series_25_00001,2023-03-06,6.0
series_25_00001,2023-03-13,9.0
series_25_00001,2023-03-20,8.0
series_25_00001,2023-03-27,8.0
series_25_00001,2023-04-03,7.0
series_25_00001,2023-04-10,11.0
series_25_00001,2023-04-17,8.0
series_25_00001,2023-04-24,11.0
series_25_00001,2023-05-01,9.0
series_25_00001,2023-05-08,9.0
series_25_00001,2023-05-15,9.0
