parent_item,child_item,quantity_per
SUB0000000043,CMP0197,5
SUB000000028,CMP0197,2
SUB0000000053,CMP0197,2
SUB00000002,CMP0197,3
SUB0000000040,CMP0197,6
SUB000000013,CMP0635,7
SUB0000000030,CMP0635,7
SUB00000008,CMP0635,2
SUB000000017,CMP0635,6
SUB0000000043,CMP0635,6
SUB0000000032,CMP0635,8
SUB0000000034,CMP0635,3
SUB0000000041,CMP0635,5
SUB000000021,CMP0635,2
SUB0000000039,CMP0635,3
SUB00000008,CMP0540,7
SUB000000016,CMP0540,3
SUB000000020,CMP0540,7
SUB0000000054,CMP0540,7
SUB00000012,CMP0540,3
SUB000000024,CMP0540,8
SUB0000000045,CMP0540,3
SUB00000010,CMP0540,3
SUB0000000033,CMP0540,8
SUB000000025,CMP0540,5
SUB00000012,CMP0259,8
SUB000000021,CMP0259,3
SUB0000000029,CMP0259,4
SUB0000000040,CMP0259,7
SUB00000004,CMP0259,8
SUB000000023,CMP0259,7
SUB00000001,CMP0259,8
SUB0000000046,CMP0363,4
SUB0000000029,CMP0363,5
SUB0000000032,CMP0363,3
SUB00000011,CMP0363,8
SUB00000006,CMP0363,8
SUB0000000037,CMP0363,2
SUB00000002,CMP0363,2
SUB000000015,CMP0363,5
SUB000000019,CMP0363,6
SUB00000003,CMP0363,1
SUB000000018,CMP0363,8
SUB000000014,CMP0274,8
SUB000000028,CMP0274,2
SUB00000007,CMP0274,4
SUB0000000048,CMP0274,4
SUB0000000042,CMP0274,6
SUB0000000049,CMP0274,7
SUB000000016,CMP0274,3
SUB000000020,CMP0274,3
SUB00000003,CMP0274,4
SUB0000000029,CMP0274,4
SUB000000017,CMP0274,1
SUB000000023,CMP0274,6
SUB00000006,CMP0274,5
SUB0000000035,CMP0407,5
SUB00000011,CMP0407,3
SUB000000021,CMP0407,3
SUB0000000046,CMP0407,4
SUB000000019,CMP0407,3
SUB0000000050,CMP0407,6
SUB0000000037,CMP0407,4
SUB000000018,CMP0407,7
SUB0000000033,CMP0407,8
SUB0000000044,CMP0407,3
SUB00000007,CMP0407,5
SUB00000009,CMP0407,7
SUB000000027,CMP0407,7
SUB00000004,CMP0407,8
SUB0000000041,CMP0081,5
SUB0000000051,CMP0081,6
SUB0000000050,CMP0081,8
SUB00000006,CMP0081,8
SUB000000026,CMP0081,6
SUB0000000033,CMP0081,1
SUB0000000047,CMP0383,2
SUB0000000030,CMP0383,7
SUB0000000041,CMP0383,4
SUB0000000043,CMP0383,7
SUB0000000045,CMP0383,4
SUB000000023,CMP0383,8
SUB000000021,CMP0416,1
SUB000000019,CMP0416,1
SUB000000022,CMP0416,2
SUB0000000036,CMP0416,8
SUB00000009,CMP0416,1
SUB0000000050,CMP0416,2
SUB0000000032,CMP0416,3
SUB0000000052,CMP0416,8
SUB00000001,CMP0471,5
SUB000000028,CMP0471,2
SUB000000013,CMP0471,6
SUB0000000045,CMP0471,3
SUB00000009,CMP0471,1
SUB0000000042,CMP0471,7
SUB000000020,CMP0471,5
SUB00000011,CMP0471,4
SUB000000018,CMP0471,7
SUB00000006,CMP0471,2
SUB0000000049,CMP0471,2
SUB000000024,CMP0471,1
SUB0000000031,CMP0579,1
SUB00000005,CMP0579,1
SUB00000009,CMP0579,6
SUB0000000038,CMP0579,2
SUB000000015,CMP0579,7
SUB0000000034,CMP0579,3
SUB0000000044,CMP0579,8
SUB0000000029,CMP0579,2
SUB000000025,CMP0250,3
SUB00000006,CMP0250,7
SUB0000000047,CMP0250,3
SUB00000007,CMP0250,3
SUB0000000051,CMP0250,2
SUB000000021,CMP0250,1
SUB000000024,CMP0250,3
SUB000000020,CMP0250,8
SUB0000000047,CMP0714,2
SUB000000014,CMP0714,2
SUB0000000041,CMP0714,3
SUB0000000048,CMP0714,2
SUB00000010,CMP0714,7
SUB000000027,CMP0714,6
SUB0000000040,CMP0714,7
SUB0000000044,CMP0714,6
SUB0000000029,CMP0714,3
SUB0000000053,CMP0714,4
SUB0000000042,CMP0232,1
SUB00000006,CMP0232,5
SUB000000016,CMP0232,4
SUB0000000036,CMP0232,4
SUB0000000039,CMP0232,7
SUB0000000050,CMP0232,5
SUB0000000047,CMP0232,1
SUB0000000049,CMP0232,4
SUB000000019,CMP0232,8
SUB00000008,CMP0308,7
SUB000000016,CMP0308,7
SUB0000000032,CMP0308,6
SUB0000000041,CMP0308,3
SUB0000000039,CMP0308,8
SUB00000005,CMP0308,2
SUB0000000034,CMP0308,1
SUB00000001,CMP0308,2
SUB000000024,CMP0308,1
SUB000000021,CMP0308,5
SUB00000009,CMP0308,4
SUB00000004,CMP0701,7
SUB0000000051,CMP0701,7
SUB000000026,CMP0701,7
SUB0000000033,CMP0701,2
SUB000000019,CMP0701,3
SUB00000006,CMP0083,2
SUB000000020,CMP0083,5
SUB0000000054,CMP0083,7
SUB0000000033,CMP0083,4
SUB000000014,CMP0083,1
SUB00000010,CMP0083,4
SUB0000000035,CMP0083,2
SUB000000021,CMP0083,7
SUB000000026,CMP0083,2
SUB0000000040,CMP0670,3
SUB0000000039,CMP0670,8
SUB00000004,CMP0670,6
SUB000000020,CMP0670,5
SUB0000000043,CMP0670,3
SUB0000000048,CMP0670,6
SUB0000000050,CMP0670,3
SUB00000012,CMP0670,5
SUB00000008,CMP0670,2
SUB00000001,CMP0670,1
SUB00000009,CMP0670,6
SUB0000000045,CMP0670,7
SUB0000000034,CMP0666,6
SUB00000005,CMP0666,1
SUB000000017,CMP0666,8
SUB0000000046,CMP0666,3
SUB0000000037,CMP0666,6
SUB0000000041,CMP0666,3
SUB0000000053,CMP0666,5
SUB0000000032,CMP0666,2
SUB0000000030,CMP0666,2
SUB0000000048,CMP0778,6
SUB0000000033,CMP0778,7
SUB00000001,CMP0778,3
SUB00000003,CMP0778,3
SUB0000000052,CMP0778,1
SUB000000016,CMP0778,7
SUB0000000051,CMP0778,4
SUB0000000031,CMP0778,6
SUB000000027,CMP0033,1
SUB0000000047,CMP0033,3
SUB000000021,CMP0033,4
SUB000000018,CMP0033,1
SUB00000005,CMP0033,7
SUB0000000037,CMP0033,2
SUB000000024,CMP0033,8
SUB00000008,CMP0033,5
SUB000000021,CMP0096,5
SUB00000006,CMP0096,4
SUB0000000036,CMP0096,8
SUB0000000030,CMP0096,6
SUB00000001,CMP0096,8
SUB000000024,CMP0096,4
SUB000000013,CMP0096,4
SUB000000019,CMP0096,3
SUB0000000037,CMP0096,1
SUB00000002,CMP0389,5
SUB000000015,CMP0389,2
SUB0000000035,CMP0389,4
SUB000000023,CMP0389,4
SUB0000000041,CMP0389,7
SUB0000000045,CMP0389,8
SUB00000001,CMP0389,1
SUB000000022,CMP0389,3
SUB0000000048,CMP0389,5
SUB0000000043,CMP0389,2
SUB000000025,CMP0389,1
SUB0000000034,CMP0387,2
SUB000000027,CMP0387,3
SUB0000000045,CMP0387,7
SUB000000024,CMP0387,2
SUB0000000030,CMP0387,1
SUB0000000048,CMP0387,7
SUB00000006,CMP0387,3
SUB0000000038,CMP0387,4
SUB000000017,CMP0566,5
SUB000000021,CMP0566,4
SUB0000000052,CMP0566,2
SUB000000026,CMP0566,4
SUB0000000045,CMP0566,3
SUB0000000048,CMP0566,2
SUB0000000053,CMP0566,3
SUB0000000049,CMP0566,2
SUB0000000029,CMP0566,3
SUB0000000030,CMP0488,2
SUB000000021,CMP0488,3
SUB000000027,CMP0488,5
SUB00000008,CMP0488,1
SUB0000000035,CMP0488,4
SUB000000023,CMP0488,6
SUB000000014,CMP0488,3
SUB0000000029,CMP0488,2
SUB000000020,CMP0488,4
SUB0000000054,CMP0488,6
SUB000000017,CMP0488,7
SUB0000000051,CMP0488,1
SUB000000020,CMP0058,1
SUB000000017,CMP0058,4
SUB00000012,CMP0058,3
SUB00000002,CMP0058,4
SUB000000026,CMP0058,7
SUB0000000029,CMP0058,6
SUB0000000036,CMP0058,2
SUB0000000048,CMP0058,5
SUB000000016,CMP0058,2
SUB00000007,CMP0058,1
SUB0000000030,CMP0058,2
SUB0000000045,CMP0058,4
SUB00000009,CMP0058,8
SUB00000008,CMP0058,3
SUB00000001,CMP0058,2
SUB00000008,CMP0653,1
SUB00000003,CMP0653,7
SUB0000000030,CMP0653,7
SUB00000004,CMP0653,3
SUB00000011,CMP0653,6
SUB0000000037,CMP0653,4
SUB000000028,CMP0653,3
SUB0000000047,CMP0653,5
SUB000000026,CMP0653,5
SUB0000000032,CMP0653,8
SUB00000003,CMP0010,8
SUB0000000040,CMP0010,7
SUB0000000053,CMP0010,8
SUB0000000052,CMP0010,1
SUB000000016,CMP0010,2
SUB0000000042,CMP0010,5
SUB000000019,CMP0010,7
SUB000000027,CMP0720,1
SUB000000013,CMP0720,7
SUB0000000042,CMP0720,6
SUB0000000034,CMP0720,8
SUB000000016,CMP0720,8
SUB0000000041,CMP0720,6
SUB0000000035,CMP0720,6
SUB000000018,CMP0176,6
SUB00000012,CMP0176,4
SUB00000002,CMP0176,3
SUB000000021,CMP0176,2
SUB0000000039,CMP0176,4
SUB000000015,CMP0176,4
SUB0000000052,CMP0176,5
SUB0000000054,CMP0176,1
SUB00000004,CMP0176,4
SUB0000000031,CMP0176,7
SUB0000000034,CMP0176,6
SUB00000012,CMP0085,1
SUB000000016,CMP0085,6
SUB0000000038,CMP0085,3
SUB000000021,CMP0085,4
SUB0000000048,CMP0085,8
SUB0000000045,CMP0085,5
SUB000000023,CMP0085,3
SUB00000003,CMP0512,4
SUB00000006,CMP0512,3
SUB00000004,CMP0512,6
SUB000000015,CMP0512,3
SUB0000000039,CMP0512,6
SUB0000000051,CMP0512,1
SUB00000002,CMP0512,1
SUB0000000034,CMP0512,3
SUB0000000031,CMP0512,3
SUB00000001,CMP0512,2
SUB000000022,CMP0512,6
SUB0000000040,CMP0512,2
SUB0000000046,CMP0445,7
SUB0000000043,CMP0445,8
SUB000000026,CMP0445,6
SUB0000000038,CMP0445,3
SUB00000007,CMP0445,6
SUB000000022,CMP0445,4
SUB000000020,CMP0445,3
SUB000000021,CMP0445,7
SUB00000009,CMP0445,5
SUB00000011,CMP0445,5
SUB00000012,CMP0661,1
SUB0000000047,CMP0661,3
SUB00000001,CMP0661,6
SUB0000000045,CMP0661,4
SUB0000000037,CMP0661,2
SUB000000026,CMP0661,8
SUB0000000050,CMP0661,3
SUB0000000048,CMP0340,6
SUB00000005,CMP0340,8
SUB000000016,CMP0340,1
SUB000000023,CMP0340,5
SUB000000021,CMP0340,4
SUB00000011,CMP0340,4
SUB0000000041,CMP0340,2
SUB00000006,CMP0340,6
SUB0000000046,CMP0340,5
SUB0000000043,CMP0340,2
