parent_item,child_item,quantity_per
ITEM00213,ITEM00750,4
ITEM00214,ITEM00750,2
ITEM00215,ITEM00750,2
ITEM00216,ITEM00750,4
ITEM00217,ITEM00750,10
ITEM00218,ITEM00750,10
ITEM00219,ITEM00750,10
ITEM00220,ITEM00750,4
ITEM00221,ITEM00750,2
ITEM00200,ITEM00751,8
ITEM00201,ITEM00751,2
ITEM00202,ITEM00751,8
ITEM00203,ITEM00751,10
ITEM00220,ITEM00751,2
ITEM00212,ITEM00751,4
ITEM00213,ITEM00751,4
ITEM00204,ITEM00751,4
ITEM00205,ITEM00751,4
ITEM00206,ITEM00751,4
ITEM00207,ITEM00751,4
ITEM00218,ITEM00751,10
ITEM00219,ITEM00751,10
ITEM00208,ITEM00751,4
ITEM00209,ITEM00751,4
ITEM00210,ITEM00751,4
ITEM00211,ITEM00751,4
ITEM00221,ITEM00751,2
ITEM00214,ITEM00751,2
ITEM00215,ITEM00751,2
ITEM00216,ITEM00751,4
ITEM00217,ITEM00751,10
ITEM00117,ITEM00752,50
ITEM00118,ITEM00752,50
ITEM00117,ITEM00753,50
ITEM00118,ITEM00753,50
ITEM00117,ITEM00754,50
ITEM00118,ITEM00754,50
ITEM00117,ITEM00755,50
ITEM00118,ITEM00755,50
ITEM00117,ITEM00756,50
ITEM00118,ITEM00756,50
ITEM00117,ITEM00757,50
ITEM00118,ITEM00757,50
ITEM00117,ITEM00758,50
ITEM00118,ITEM00758,50
ITEM00117,ITEM00759,50
ITEM00118,ITEM00759,50
ITEM00117,ITEM00760,50
ITEM00118,ITEM00760,50
ITEM00117,ITEM00761,50
ITEM00118,ITEM00761,50
ITEM00117,ITEM00762,50
ITEM00118,ITEM00762,50
ITEM00117,ITEM00763,50
ITEM00118,ITEM00763,50
ITEM00117,ITEM00764,50
ITEM00118,ITEM00764,50
ITEM00117,ITEM00765,50
ITEM00118,ITEM00765,50
ITEM00117,ITEM00766,50
ITEM00118,ITEM00766,50
ITEM00117,ITEM00767,50
ITEM00118,ITEM00767,50
ITEM00117,ITEM00768,50
ITEM00118,ITEM00768,50
ITEM00117,ITEM00769,50
ITEM00118,ITEM00769,50
ITEM00117,ITEM00770,50
ITEM00118,ITEM00770,50
ITEM00117,ITEM00771,50
ITEM00118,ITEM00771,50
ITEM00117,ITEM00772,50
ITEM00118,ITEM00772,50
ITEM00117,ITEM00773,50
ITEM00118,ITEM00773,50
ITEM00117,ITEM00774,50
ITEM00118,ITEM00774,50
ITEM00117,ITEM00775,50
ITEM00118,ITEM00775,50
ITEM00117,ITEM00776,50
ITEM00118,ITEM00776,50
ITEM00117,ITEM00777,50
ITEM00118,ITEM00777,50
ITEM00117,ITEM00778,50
ITEM00118,ITEM00778,50
ITEM00117,ITEM00779,50
ITEM00118,ITEM00779,50
ITEM00117,ITEM00780,50
ITEM00118,ITEM00780,50
ITEM00117,ITEM00781,50
ITEM00118,ITEM00781,50
ITEM00117,ITEM00782,50
ITEM00118,ITEM00782,50
ITEM00117,ITEM00783,50
ITEM00118,ITEM00783,50
ITEM00117,ITEM00784,50
ITEM00118,ITEM00784,50
ITEM00117,ITEM00785,50
ITEM00118,ITEM00785,50
ITEM00117,ITEM00786,50
ITEM00118,ITEM00786,50
ITEM00117,ITEM00787,50
ITEM00118,ITEM00787,50
ITEM00117,ITEM00788,50
ITEM00118,ITEM00788,50
ITEM00117,ITEM00789,50
ITEM00118,ITEM00789,50
ITEM00117,ITEM00790,50
ITEM00118,ITEM00790,50
ITEM00117,ITEM00791,50
ITEM00118,ITEM00791,50
ITEM00117,ITEM00792,50
ITEM00118,ITEM00792,50
ITEM00057,ITEM00793,220
ITEM00068,ITEM00793,71.5
ITEM00222,ITEM00794,10
ITEM00200,ITEM00794,80
ITEM00119,ITEM00794,100
ITEM00120,ITEM00794,25
ITEM00057,ITEM00794,605
ITEM00116,ITEM00794,20
ITEM00206,ITEM00794,20
ITEM00207,ITEM00794,20
ITEM00210,ITEM00794,10
ITEM00211,ITEM00794,10
ITEM00212,ITEM00794,10
ITEM00213,ITEM00794,10
ITEM00204,ITEM00794,10
ITEM00205,ITEM00794,10
ITEM00216,ITEM00794,20
ITEM00217,ITEM00794,20
ITEM00218,ITEM00794,20
ITEM00219,ITEM00794,20
ITEM00208,ITEM00794,10
ITEM00209,ITEM00794,10
ITEM00223,ITEM00794,40
ITEM00224,ITEM00794,10
ITEM00225,ITEM00794,10
ITEM00221,ITEM00794,20
ITEM00214,ITEM00794,20
ITEM00215,ITEM00794,20
ITEM00109,ITEM00794,100
ITEM00110,ITEM00794,100
ITEM00111,ITEM00794,100
ITEM00112,ITEM00794,100
ITEM00113,ITEM00794,100
ITEM00226,ITEM00794,10
ITEM00227,ITEM00794,4
ITEM00228,ITEM00794,10
ITEM00229,ITEM00794,10
ITEM00230,ITEM00794,10
ITEM00231,ITEM00794,50
ITEM00108,ITEM00794,100
ITEM00107,ITEM00794,100
ITEM00232,ITEM00794,50
ITEM00233,ITEM00794,50
ITEM00234,ITEM00794,10
ITEM00235,ITEM00794,10
ITEM00236,ITEM00794,4
ITEM00237,ITEM00794,20
ITEM00103,ITEM00794,100
ITEM00238,ITEM00794,20
ITEM00106,ITEM00794,100
ITEM00239,ITEM00794,10
ITEM00202,ITEM00794,50
ITEM00203,ITEM00794,10
ITEM00240,ITEM00794,50
ITEM00118,ITEM00794,200
ITEM00220,ITEM00794,10
ITEM00117,ITEM00794,100
ITEM00241,ITEM00794,40
ITEM00242,ITEM00794,40
ITEM00243,ITEM00794,20
ITEM00201,ITEM00794,20
ITEM00244,ITEM00794,5
ITEM00017,ITEM00795,2
ITEM00245,ITEM00795,2
ITEM00035,ITEM00796,1
ITEM00077,ITEM00797,1
ITEM00076,ITEM00798,1
ITEM00075,ITEM00798,1
ITEM00246,ITEM00799,1
ITEM00247,ITEM00800,1
ITEM00038,ITEM00801,2
ITEM00120,ITEM00802,2
ITEM00106,ITEM00802,11
ITEM00107,ITEM00802,11
ITEM00108,ITEM00802,11
ITEM00109,ITEM00802,11
ITEM00110,ITEM00802,11
ITEM00111,ITEM00802,11
ITEM00112,ITEM00802,11
ITEM00113,ITEM00802,11
ITEM00106,ITEM00803,5
ITEM00107,ITEM00803,5
ITEM00117,ITEM00804,4
ITEM00117,ITEM00805,4
ITEM00242,ITEM00806,2
ITEM00035,ITEM00807,1
ITEM00032,ITEM00808,4
ITEM00057,ITEM00809,6.6
ITEM00057,ITEM00810,67.1
ITEM00002,ITEM00811,2
ITEM00002,ITEM00811,7
ITEM00117,ITEM00812,10
ITEM00106,ITEM00813,10
ITEM00107,ITEM00813,10
ITEM00108,ITEM00813,6
ITEM00109,ITEM00813,6
ITEM00110,ITEM00813,6
ITEM00111,ITEM00813,4
ITEM00112,ITEM00813,4
ITEM00113,ITEM00813,4
ITEM00034,ITEM00814,1
ITEM00248,ITEM00815,1
ITEM00106,ITEM00816,4
ITEM00110,ITEM00816,4
ITEM00107,ITEM00817,4
ITEM00109,ITEM00817,4
ITEM00039,ITEM00818,1
ITEM00184,ITEM00818,1
ITEM00249,ITEM00819,1
ITEM00250,ITEM00819,1
ITEM00039,ITEM00820,4
ITEM00059,ITEM00821,3
ITEM00039,ITEM00821,8
ITEM00039,ITEM00821,8
ITEM00240,ITEM00822,1
ITEM00071,ITEM00823,2
ITEM00029,ITEM00824,1
ITEM00026,ITEM00824,1
ITEM00004,ITEM00824,1
ITEM00030,ITEM00824,1
ITEM00027,ITEM00824,1
ITEM00080,ITEM00824,1
ITEM00039,ITEM00825,4
ITEM00062,ITEM00826,5
ITEM00060,ITEM00826,5
ITEM00060,ITEM00827,4
ITEM00061,ITEM00827,4
ITEM00062,ITEM00827,4
ITEM00061,ITEM00828,1
ITEM00062,ITEM00828,1
ITEM00062,ITEM00829,5
ITEM00060,ITEM00829,5
ITEM00061,ITEM00829,5
ITEM00063,ITEM00830,2
ITEM00060,ITEM00831,3
ITEM00061,ITEM00831,3
ITEM00062,ITEM00831,3
ITEM00064,ITEM00831,3
ITEM00060,ITEM00832,4
ITEM00061,ITEM00832,4
ITEM00062,ITEM00832,4
ITEM00060,ITEM00833,1
ITEM00061,ITEM00833,1
ITEM00062,ITEM00833,1
ITEM00054,ITEM00834,55
ITEM00251,ITEM00835,1
ITEM00113,ITEM00836,8
ITEM00108,ITEM00836,8
ITEM00109,ITEM00836,8
ITEM00110,ITEM00836,8
ITEM00111,ITEM00836,8
ITEM00112,ITEM00836,8
ITEM00100,ITEM00837,40
ITEM00106,ITEM00837,30
ITEM00107,ITEM00837,30
ITEM00252,ITEM00838,2
ITEM00100,ITEM00839,4
ITEM00106,ITEM00839,30
ITEM00107,ITEM00839,30
ITEM00100,ITEM00840,20
ITEM00252,ITEM00840,2
ITEM00100,ITEM00841,40
ITEM00106,ITEM00841,30
ITEM00107,ITEM00841,30
ITEM00196,ITEM00841,8
ITEM00197,ITEM00841,8
ITEM00198,ITEM00841,8
ITEM00253,ITEM00841,16
ITEM00023,ITEM00842,0.405238
ITEM00254,ITEM00843,5.21
ITEM00255,ITEM00843,5.186829
ITEM00256,ITEM00843,2.448514
ITEM00257,ITEM00843,2.448514
ITEM00258,ITEM00843,0.621
ITEM00259,ITEM00843,0.470952
ITEM00260,ITEM00843,0.26
ITEM00261,ITEM00843,5.186829
ITEM00262,ITEM00843,0.23
ITEM00263,ITEM00843,1.0764
ITEM00264,ITEM00843,0.591429
ITEM00265,ITEM00843,2.091905
ITEM00266,ITEM00843,0.26
ITEM00267,ITEM00843,1.12
ITEM00268,ITEM00843,0.092
ITEM00269,ITEM00843,0.1955
ITEM00270,ITEM00843,5.186829
ITEM00271,ITEM00843,5.186829
ITEM00272,ITEM00843,5.186829
ITEM00273,ITEM00844,1
ITEM00032,ITEM00845,1
ITEM00274,ITEM00846,14
ITEM00114,ITEM00847,22
ITEM00114,ITEM00848,44
ITEM00114,ITEM00849,44
ITEM00114,ITEM00850,16.5
ITEM00032,ITEM00851,20
ITEM00004,ITEM00852,6
ITEM00114,ITEM00853,55
ITEM00114,ITEM00854,11
ITEM00114,ITEM00855,33
ITEM00114,ITEM00856,154
ITEM00114,ITEM00857,88
ITEM00114,ITEM00858,275
ITEM00114,ITEM00859,88
ITEM00114,ITEM00860,22
ITEM00114,ITEM00861,11
ITEM00114,ITEM00862,55
ITEM00114,ITEM00863,11
ITEM00114,ITEM00864,11
ITEM00114,ITEM00865,44
ITEM00114,ITEM00866,143
ITEM00114,ITEM00867,55
ITEM00114,ITEM00868,121
ITEM00114,ITEM00869,22
ITEM00114,ITEM00870,138.6
ITEM00032,ITEM00870,2
ITEM00114,ITEM00871,110
ITEM00114,ITEM00872,44
ITEM00032,ITEM00872,2
ITEM00114,ITEM00873,55
ITEM00114,ITEM00874,33
ITEM00114,ITEM00875,13.2
ITEM00114,ITEM00876,16.5
ITEM00114,ITEM00877,11
ITEM00114,ITEM00878,60.5
ITEM00114,ITEM00879,6.6
ITEM00114,ITEM00880,4.4
ITEM00028,ITEM00881,1
ITEM00024,ITEM00881,1
ITEM00029,ITEM00881,1
ITEM00030,ITEM00881,1
ITEM00026,ITEM00882,2
ITEM00015,ITEM00882,4
ITEM00027,ITEM00882,2
ITEM00016,ITEM00882,4
ITEM00028,ITEM00883,1
ITEM00029,ITEM00883,1
ITEM00030,ITEM00883,1
ITEM00026,ITEM00884,2
ITEM00015,ITEM00884,4
ITEM00027,ITEM00884,2
ITEM00016,ITEM00884,4
ITEM00028,ITEM00885,2
ITEM00029,ITEM00885,1
ITEM00026,ITEM00885,1
ITEM00015,ITEM00885,10
ITEM00030,ITEM00885,1
ITEM00027,ITEM00885,1
ITEM00016,ITEM00885,10
ITEM00031,ITEM00885,5
ITEM00080,ITEM00885,1
ITEM00057,ITEM00886,8.8
ITEM00068,ITEM00886,9.9
ITEM00057,ITEM00887,86.9
ITEM00057,ITEM00888,11
ITEM00057,ITEM00889,85.8
ITEM00254,ITEM00890,0.69
ITEM00275,ITEM00890,0.92
ITEM00255,ITEM00890,0.68966
ITEM00276,ITEM00890,0.243574
ITEM00277,ITEM00890,0.243574
ITEM00278,ITEM00890,2.34381
ITEM00279,ITEM00890,0.243574
ITEM00280,ITEM00890,0.243574
ITEM00281,ITEM00890,0.243574
ITEM00282,ITEM00890,0.22
ITEM00283,ITEM00890,0.05
ITEM00284,ITEM00890,0.05
ITEM00265,ITEM00890,0.110882
ITEM00266,ITEM00890,0.06
ITEM00260,ITEM00890,0.06
ITEM00285,ITEM00890,0.16
ITEM00286,ITEM00890,0.243574
ITEM00287,ITEM00890,0.281914
ITEM00288,ITEM00890,1.6445
ITEM00289,ITEM00890,1.2995
ITEM00290,ITEM00890,1.725
ITEM00291,ITEM00890,0.1725
ITEM00292,ITEM00890,0.803686
ITEM00293,ITEM00890,0.305571
ITEM00262,ITEM00890,0.026943
ITEM00263,ITEM00890,0.155495
ITEM00294,ITEM00890,0.062648
ITEM00295,ITEM00890,29.84
ITEM00271,ITEM00890,0.68966
ITEM00272,ITEM00890,0.68966
ITEM00261,ITEM00890,0.68966
ITEM00296,ITEM00890,0.106238
ITEM00297,ITEM00890,0.106238
ITEM00298,ITEM00890,0.288267
ITEM00299,ITEM00890,0.1794
ITEM00268,ITEM00890,0.092
ITEM00300,ITEM00890,0.19895
ITEM00023,ITEM00890,0.174143
ITEM00269,ITEM00890,0.138
ITEM00270,ITEM00890,0.68966
ITEM00301,ITEM00890,1.1615
ITEM00302,ITEM00890,0.27945
ITEM00259,ITEM00890,0.081048
ITEM00303,ITEM00890,0.1863
ITEM00304,ITEM00890,0.25
ITEM00267,ITEM00890,0.1
ITEM00305,ITEM00890,0.367562
ITEM00306,ITEM00890,0.299
ITEM00307,ITEM00890,0.299
ITEM00308,ITEM00890,0.2645
ITEM00309,ITEM00890,0.21
ITEM00310,ITEM00890,1.1615
ITEM00047,ITEM00890,3.667231
ITEM00311,ITEM00890,0.009419
ITEM00312,ITEM00890,0.009419
ITEM00014,ITEM00890,0.989
ITEM00313,ITEM00890,0.01
ITEM00314,ITEM00890,0.367562
ITEM00315,ITEM00890,1.62863
ITEM00316,ITEM00890,0.621
ITEM00317,ITEM00890,0.621
ITEM00258,ITEM00890,0.10695
ITEM00005,ITEM00890,16.577
ITEM00050,ITEM00890,2.674571
ITEM00318,ITEM00890,0.2185
ITEM00319,ITEM00890,0.06
ITEM00320,ITEM00890,1.265
ITEM00321,ITEM00890,0.016429
ITEM00322,ITEM00890,0.016429
ITEM00101,ITEM00890,0.05
ITEM00323,ITEM00890,0.805
ITEM00324,ITEM00890,0.046
ITEM00325,ITEM00890,0.1863
ITEM00326,ITEM00890,0.25
ITEM00327,ITEM00890,0.115876
ITEM00328,ITEM00890,0.115876
ITEM00329,ITEM00890,2.34381
ITEM00256,ITEM00890,0.237317
ITEM00257,ITEM00890,0.237317
ITEM00330,ITEM00890,0.92
ITEM00331,ITEM00890,0.92
ITEM00332,ITEM00890,0.161
ITEM00254,ITEM00891,0.19
ITEM00255,ITEM00891,0.186182
ITEM00276,ITEM00891,0.123017
ITEM00277,ITEM00891,0.123017
ITEM00256,ITEM00891,0.097231
ITEM00257,ITEM00891,0.097231
ITEM00284,ITEM00891,0.04
ITEM00286,ITEM00891,0.123017
ITEM00279,ITEM00891,0.123017
ITEM00280,ITEM00891,0.123017
ITEM00281,ITEM00891,0.123017
ITEM00282,ITEM00891,0.11
ITEM00283,ITEM00891,0.04
ITEM00263,ITEM00891,0.048734
ITEM00294,ITEM00891,0.037019
ITEM00295,ITEM00891,4.74
ITEM00265,ITEM00891,0.032857
ITEM00266,ITEM00891,0.02
ITEM00260,ITEM00891,0.02
ITEM00296,ITEM00891,0.081048
ITEM00297,ITEM00891,0.081048
ITEM00333,ITEM00891,0.47
ITEM00298,ITEM00891,0.132524
ITEM00293,ITEM00891,0.130771
ITEM00262,ITEM00891,0.014238
ITEM00300,ITEM00891,0.1265
ITEM00269,ITEM00891,0.069
ITEM00270,ITEM00891,0.186182
ITEM00271,ITEM00891,0.186182
ITEM00272,ITEM00891,0.186182
ITEM00261,ITEM00891,0.186182
ITEM00302,ITEM00891,0.069
ITEM00259,ITEM00891,0.035486
ITEM00303,ITEM00891,0.0575
ITEM00304,ITEM00891,0.11
ITEM00267,ITEM00891,0.05
ITEM00268,ITEM00891,0.138
ITEM00258,ITEM00891,0.03105
ITEM00005,ITEM00891,3.699
ITEM00047,ITEM00891,0.918
ITEM00306,ITEM00891,0.1725
ITEM00307,ITEM00891,0.1725
ITEM00309,ITEM00891,0.1
ITEM00332,ITEM00891,0.0575
ITEM00325,ITEM00891,0.0575
ITEM00326,ITEM00891,0.11
ITEM00319,ITEM00891,0.05
ITEM00321,ITEM00891,0.008324
ITEM00322,ITEM00891,0.008324
ITEM00333,ITEM00892,0.82
ITEM00057,ITEM00893,22
ITEM00057,ITEM00894,3.3
ITEM00057,ITEM00895,4.4
ITEM00100,ITEM00896,3
ITEM00119,ITEM00897,4
ITEM00120,ITEM00897,2
ITEM00103,ITEM00897,1
ITEM00119,ITEM00898,4
ITEM00111,ITEM00898,6
ITEM00112,ITEM00898,6
ITEM00113,ITEM00898,6
ITEM00108,ITEM00898,6
ITEM00109,ITEM00898,6
ITEM00110,ITEM00898,6
ITEM00106,ITEM00898,6
ITEM00107,ITEM00898,6
ITEM00120,ITEM00898,1
ITEM00103,ITEM00899,2
ITEM00120,ITEM00900,2
ITEM00106,ITEM00900,13
ITEM00107,ITEM00900,13
ITEM00108,ITEM00900,13
ITEM00109,ITEM00900,13
ITEM00110,ITEM00900,13
ITEM00111,ITEM00900,13
ITEM00112,ITEM00900,13
ITEM00113,ITEM00900,13
ITEM00203,ITEM00901,1
ITEM00004,ITEM00902,1
ITEM00017,ITEM00903,2
ITEM00039,ITEM00904,2
ITEM00334,ITEM00905,3
ITEM00115,ITEM00906,1
ITEM00335,ITEM00907,4
ITEM00336,ITEM00907,4
ITEM00337,ITEM00907,4
ITEM00338,ITEM00907,4
ITEM00339,ITEM00908,2
ITEM00081,ITEM00909,1
ITEM00340,ITEM00910,9
ITEM00340,ITEM00911,1
ITEM00083,ITEM00912,1
ITEM00049,ITEM00913,38
ITEM00049,ITEM00914,4
ITEM00117,ITEM00915,10
ITEM00117,ITEM00916,1
ITEM00106,ITEM00916,1
ITEM00113,ITEM00916,0.5
ITEM00107,ITEM00916,1
ITEM00108,ITEM00916,0.5
ITEM00109,ITEM00916,0.5
ITEM00110,ITEM00916,0.5
ITEM00111,ITEM00916,0.5
ITEM00112,ITEM00916,0.5
ITEM00026,ITEM00917,1
ITEM00015,ITEM00917,2
ITEM00027,ITEM00917,1
ITEM00016,ITEM00917,2
ITEM00020,ITEM00918,1
ITEM00026,ITEM00919,2
ITEM00015,ITEM00919,4
ITEM00027,ITEM00919,2
ITEM00016,ITEM00919,4
ITEM00035,ITEM00920,1
ITEM00007,ITEM00921,3
ITEM00007,ITEM00922,17.5
ITEM00184,ITEM00923,1
ITEM00185,ITEM00923,1
ITEM00080,ITEM00924,4
ITEM00003,ITEM00925,2
ITEM00146,ITEM00926,1
ITEM00019,ITEM00927,2
ITEM00249,ITEM00927,1
ITEM00250,ITEM00927,1
ITEM00341,ITEM00928,1
ITEM00342,ITEM00928,1
ITEM00020,ITEM00928,1
ITEM00343,ITEM00928,1
ITEM00344,ITEM00928,2
ITEM00066,ITEM00929,3
ITEM00020,ITEM00930,1
ITEM00022,ITEM00930,1
ITEM00066,ITEM00930,4
ITEM00066,ITEM00931,1
ITEM00029,ITEM00932,1
ITEM00026,ITEM00932,1
ITEM00030,ITEM00932,1
ITEM00027,ITEM00932,1
ITEM00029,ITEM00933,1
ITEM00026,ITEM00933,1
ITEM00030,ITEM00933,1
ITEM00027,ITEM00933,1
ITEM00028,ITEM00934,1
ITEM00026,ITEM00934,2
ITEM00027,ITEM00934,2
ITEM00028,ITEM00935,1
ITEM00026,ITEM00935,2
ITEM00027,ITEM00935,2
ITEM00028,ITEM00936,1
ITEM00029,ITEM00936,1
ITEM00026,ITEM00936,3
ITEM00030,ITEM00936,1
ITEM00027,ITEM00936,3
ITEM00028,ITEM00937,1
ITEM00029,ITEM00937,1
ITEM00026,ITEM00937,3
ITEM00030,ITEM00937,1
ITEM00027,ITEM00937,3
ITEM00184,ITEM00938,1
ITEM00185,ITEM00939,1
ITEM00015,ITEM00940,2
ITEM00016,ITEM00940,2
ITEM00115,ITEM00941,1
ITEM00089,ITEM00942,1
ITEM00090,ITEM00942,4
ITEM00059,ITEM00943,1
ITEM00020,ITEM00943,1
ITEM00022,ITEM00943,1
ITEM00039,ITEM00943,4
ITEM00059,ITEM00944,1
ITEM00039,ITEM00944,4
ITEM00018,ITEM00945,2
ITEM00008,ITEM00945,2
ITEM00009,ITEM00945,2
ITEM00010,ITEM00945,2
ITEM00011,ITEM00945,2
ITEM00059,ITEM00946,4
ITEM00039,ITEM00946,8
ITEM00067,ITEM00947,2
ITEM00071,ITEM00948,1
ITEM00099,ITEM00949,1
ITEM00038,ITEM00950,1
ITEM00117,ITEM00951,10
ITEM00084,ITEM00952,8
ITEM00053,ITEM00953,49.5
ITEM00053,ITEM00954,4.4
ITEM00111,ITEM00955,7
ITEM00112,ITEM00955,6
ITEM00113,ITEM00955,6
ITEM00198,ITEM00955,1
ITEM00199,ITEM00955,1
ITEM00106,ITEM00955,5
ITEM00107,ITEM00955,5
ITEM00108,ITEM00955,6
ITEM00109,ITEM00955,6
ITEM00110,ITEM00955,7
ITEM00018,ITEM00956,2
ITEM00091,ITEM00957,2
ITEM00010,ITEM00958,1
ITEM00011,ITEM00958,1
ITEM00008,ITEM00958,1
ITEM00009,ITEM00958,1
ITEM00080,ITEM00959,1
ITEM00176,ITEM00959,4
ITEM00177,ITEM00959,5
ITEM00345,ITEM00960,5
ITEM00346,ITEM00960,50
ITEM00347,ITEM00960,5
ITEM00347,ITEM00961,45
ITEM00345,ITEM00962,40
ITEM00346,ITEM00962,40
ITEM00347,ITEM00962,40
ITEM00348,ITEM00962,40
ITEM00349,ITEM00963,40
ITEM00350,ITEM00963,40
ITEM00351,ITEM00963,40
ITEM00352,ITEM00963,40
ITEM00353,ITEM00963,40
ITEM00353,ITEM00964,30
ITEM00351,ITEM00965,30
ITEM00352,ITEM00966,30
ITEM00345,ITEM00967,45
ITEM00020,ITEM00968,1
ITEM00022,ITEM00968,1
ITEM00039,ITEM00968,4
ITEM00080,ITEM00969,1
ITEM00039,ITEM00970,1
ITEM00117,ITEM00971,10
ITEM00106,ITEM00971,30
ITEM00107,ITEM00971,30
ITEM00108,ITEM00971,24
ITEM00109,ITEM00971,24
ITEM00110,ITEM00971,24
ITEM00111,ITEM00971,24
ITEM00112,ITEM00971,24
ITEM00113,ITEM00971,24
ITEM00117,ITEM00972,70
ITEM00110,ITEM00972,40
ITEM00111,ITEM00972,40
ITEM00112,ITEM00972,20
ITEM00113,ITEM00972,20
ITEM00106,ITEM00972,20
ITEM00107,ITEM00972,20
ITEM00108,ITEM00972,20
ITEM00109,ITEM00972,20
ITEM00115,ITEM00973,1
ITEM00115,ITEM00974,1
ITEM00115,ITEM00975,1
ITEM00057,ITEM00976,11
ITEM00057,ITEM00977,14.3
ITEM00115,ITEM00978,3
ITEM00007,ITEM00979,3
ITEM00105,ITEM00980,2
ITEM00354,ITEM00980,2
ITEM00101,ITEM00981,0.5
ITEM00005,ITEM00981,22.824779
ITEM00290,ITEM00981,201.25
ITEM00355,ITEM00982,1
ITEM00118,ITEM00983,50
ITEM00201,ITEM00984,10
ITEM00244,ITEM00984,10
ITEM00118,ITEM00984,50
ITEM00118,ITEM00985,50
ITEM00232,ITEM00986,40
ITEM00233,ITEM00986,40
ITEM00234,ITEM00986,6
ITEM00235,ITEM00986,6
ITEM00231,ITEM00986,40
ITEM00232,ITEM00987,50
ITEM00232,ITEM00988,50
ITEM00118,ITEM00989,50
ITEM00232,ITEM00989,20
ITEM00233,ITEM00989,20
ITEM00230,ITEM00989,6
ITEM00231,ITEM00989,20
ITEM00226,ITEM00989,6
ITEM00223,ITEM00989,10
ITEM00224,ITEM00989,6
ITEM00225,ITEM00989,6
ITEM00234,ITEM00989,6
ITEM00235,ITEM00989,6
ITEM00236,ITEM00989,6
ITEM00227,ITEM00989,6
ITEM00228,ITEM00989,6
ITEM00229,ITEM00989,6
ITEM00222,ITEM00990,10
ITEM00100,ITEM00990,100
ITEM00119,ITEM00990,50
ITEM00120,ITEM00990,10
ITEM00116,ITEM00990,40
ITEM00241,ITEM00990,40
ITEM00252,ITEM00990,10
ITEM00226,ITEM00990,6
ITEM00223,ITEM00990,6
ITEM00224,ITEM00990,6
ITEM00225,ITEM00990,6
ITEM00227,ITEM00990,6
ITEM00228,ITEM00990,6
ITEM00229,ITEM00990,6
ITEM00230,ITEM00990,6
ITEM00231,ITEM00990,20
ITEM00232,ITEM00990,20
ITEM00233,ITEM00990,20
ITEM00234,ITEM00990,6
ITEM00235,ITEM00990,6
ITEM00236,ITEM00990,6
ITEM00118,ITEM00990,50
ITEM00237,ITEM00990,20
ITEM00103,ITEM00990,100
ITEM00238,ITEM00990,20
ITEM00242,ITEM00990,40
ITEM00243,ITEM00990,20
ITEM00239,ITEM00990,10
ITEM00202,ITEM00990,10
ITEM00203,ITEM00990,10
ITEM00240,ITEM00990,50
ITEM00118,ITEM00991,50
ITEM00232,ITEM00991,20
ITEM00233,ITEM00991,20
ITEM00234,ITEM00991,6
ITEM00235,ITEM00991,6
ITEM00231,ITEM00991,20
ITEM00275,ITEM00992,0.113332
ITEM00330,ITEM00992,0.113332
ITEM00331,ITEM00992,0.113332
ITEM00293,ITEM00992,0.361429
ITEM00310,ITEM00992,0.667
ITEM00301,ITEM00992,0.667
ITEM00278,ITEM00993,1.533333
ITEM00329,ITEM00993,1.533333
ITEM00327,ITEM00993,0.032857
ITEM00328,ITEM00993,0.032857
ITEM00316,ITEM00994,0.1495
ITEM00317,ITEM00994,0.1495
ITEM00047,ITEM00994,13.690476
ITEM00314,ITEM00994,0.854286
ITEM00305,ITEM00994,0.854286
ITEM00295,ITEM00995,66.56
ITEM00323,ITEM00996,0.214306
ITEM00288,ITEM00996,5.451
ITEM00289,ITEM00996,6.285717
ITEM00315,ITEM00997,2.53
ITEM00254,ITEM00998,0.32
ITEM00255,ITEM00998,0.762928
ITEM00259,ITEM00998,0.635238
ITEM00270,ITEM00998,0.762928
ITEM00271,ITEM00998,0.762928
ITEM00272,ITEM00998,0.762928
ITEM00261,ITEM00998,0.762928
ITEM00333,ITEM00998,1.5
ITEM00264,ITEM00998,6.001905
ITEM00057,ITEM00999,33
ITEM00068,ITEM00999,16.5
ITEM00057,ITEM01000,132
ITEM00068,ITEM01000,212.3
ITEM00004,ITEM01001,125
ITEM00004,ITEM01002,125
ITEM00356,ITEM01003,6
ITEM00074,ITEM01004,8
ITEM00115,ITEM01005,1
ITEM00357,ITEM01006,1
ITEM00358,ITEM01007,2
ITEM00018,ITEM01007,1
ITEM00008,ITEM01007,1
ITEM00009,ITEM01007,1
ITEM00010,ITEM01007,1
ITEM00011,ITEM01007,1
ITEM00012,ITEM01008,1
ITEM00034,ITEM01009,1
ITEM00017,ITEM01010,2
ITEM00065,ITEM01011,8
ITEM00115,ITEM01012,1
ITEM00153,ITEM01013,2
ITEM00153,ITEM01014,2
ITEM00153,ITEM01015,2
ITEM00018,ITEM01016,1
ITEM00008,ITEM01016,1
ITEM00009,ITEM01016,1
ITEM00010,ITEM01016,1
ITEM00011,ITEM01016,1
ITEM00011,ITEM01016,1
ITEM00358,ITEM01017,6
ITEM00080,ITEM01017,1
ITEM00018,ITEM01017,1
ITEM00008,ITEM01017,1
ITEM00009,ITEM01017,1
ITEM00010,ITEM01017,1
ITEM00011,ITEM01017,1
ITEM00358,ITEM01018,6
